,title,text,clean_text
25,"Embedded SW Developer , Reference 23018","Apply here
Assignment Description and Requirements
We are looking for an experienced Embedded SW Engineer to our medtech customer.

You will be part of a team with skilled engineers with diverse competencies, developing advanced solution for medical treatment. It involves mechanics, electronics and software.

As an Embedded SW Engineer you will work with development of the software of a control system, which is a complex and integrated system that includes 3D imaging of the patient and motion management. The work will both include maintenance and continuous improvements of released control system and development of new features and system.

Requirements on skills and experience:
We think you have a background with a Bachelor or Master of Science in Engineering or equivalent, specializing in computer science, electronics, mechatronics, physics or similar.
You are highly skilled in C and C++ programming in a Windows and/or embedded environment, and preferably an interest in or prior knowledge of working with safety critical systems.
Also previous experience in microcontroller, RTOS and development of test frameworks and simulators (Python).
Excellent command of English, both written and spoken.

English only is sufficient language skill for this assignment
Other relevant information
This is a full time assignment with possible start in mid-August. Normally an onsite assignment in Stockholm but depending on the Corona situation it will probably be remote work initially. The assignment is approx. 6 months with the possibility of prolonging

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . we are looking for an experienced embedded sw engineer to our medtech customer . you will be part of a team with skilled engineers with diverse competencies , developing advanced solution for medical treatment . it involves mechanics , electronics and software . as an embedded sw engineer you will work with development of the software of a control system , which is a complex and integrated system that includes 3d imaging of the patient and motion management . the work will both include maintenance and continuous improvements of released control system and development of new features and system . requirements on skills and experience . we think you have a background with a bachelor or master of science in engineering or equivalent , specializing in computer science , electronics , mechatronics , physics or similar . you are highly skilled in c and c++ programming in a windows and / or embedded environment , and preferably an interest in or prior knowledge of working with safety critical systems . also previous experience in microcontroller , rtos and development of test frameworks and simulators ( python . excellent command of english , both written and spoken . english only is sufficient language skill for this assignment . other relevant information . this is a full time assignment with possible start in mid - august . normally an onsite assignment in stockholm but depending on the corona situation it will probably be remote work initially . the assignment is approx . 6 months with the possibility of prolonging . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
26,"Project Manager (SW/HW), Reference 22387","Apply here
Assignment Description and Requirements
Examples of work tasks
Project management, Target setting, Time schedules and STK calculations and follow up.
Steering team reporting and stake holder communications.

Required skills or techniques (must have)
Excellent people management abilities, a good listener with ability to align and focus on the team deliverables.
Strong collaboration skills, strong negotiation and presenter skills.
Fluent in English, experience of international project execution

Examples of work tasks
Project management, Target setting, Time schedules and STK calculations and follow up.
Steering team reporting and stake holder communications.

English only is sufficient language skill for this assignment
Other relevant information
For our client in Gothenburg we are searching for a Project Leader with good communication skills and experience in SW or HW projects. 5 years minimum experience. Start asap. You need to be able to work from Gothenburg. Client is making construction products.

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . examples of work tasks . project management , target setting , time schedules and stk calculations and follow up . steering team reporting and stake holder communications . required skills or techniques ( must have . excellent people management abilities , a good listener with ability to align and focus on the team deliverables . strong collaboration skills , strong negotiation and presenter skills . fluent in english , experience of international project execution . examples of work tasks . project management , target setting , time schedules and stk calculations and follow up . steering team reporting and stake holder communications . english only is sufficient language skill for this assignment . other relevant information . for our client in gothenburg we are searching for a project leader with good communication skills and experience in sw or hw projects . 5 years minimum experience . start asap . you need to be able to work from gothenburg . client is making construction products . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
27,"Komersiell projektledare, Reference 23530","Apply here
Assignment Description and Requirements
Commercial Project Manager t

Be part of an open and dynamic workplace where professional and personal development is high on the agenda. By making sustainable energy solutions more cost effective, developing new technologies for the future's smart industry and electrifying passenger and freight transport, we make reality of our vision of a sustainable world.

Do you have a strong passion to grow within the commercial area? Are you looking for a fun job that offers you variation? – here is the job for you! We are currently searching for a new colleague to join our committed project team.

The challenge
• You will be the commercial contact towards customers, suppliers, partners and other internal and external stakeholders such as banks, insurance companies, staff functions as well towards other companies.
• You will have responsibility of the financial results within the project, such as managing the projects risks and opportunities in collaboration with the technical project manager.
• You will be responsible to fulfill the commercial contract requirements such as “terms and conditions”, invoicing, payments, financial warranties, taxes, insurances, hedging, claim management as well as budgeting, follow-ups and reporting.

Who are you?
• You have an academic degree, preferably within business/economy.
• We believe that you are commercially experienced, can handle commercial issues in a professional manner and that you have at least 5 years of experience from a similar role.
• You understand the value of satisfying your customer and have experience cooperating with customers in different cultures.
• You are outgoing, ambitious and have a good ability to work in a team. You take responsibility, are detailed and make sure to deliver on time and with the right quality.
• You have experience working in Excel. Knowledge in SAP is an advantage.
You can communicate in English, both in speech and in writing. Other languages are meritorious.
Siemens Energy AB offer products and solutions for generating sustainable and resource efficient electricity. Our customers include utilities, independent power producers and companies in the oil and gas industry.


Turn challenges into opportunities
Our energy system is undergoing rapid changes and the world's energy use is steadily increasing.

These challenges require innovative solutions and products that combine both physical and digital technology, which cover the entire energy value chain. Siemens energy portfolio extends from the latest in compressors, turbines and generators to virtual power plants, smart network management and innovative storage solutions. Everything is backed by a comprehensive service offering range and genuine commitment to meeting our customers' individual needs


EXPERIENCE
5-8 years

Other relevant information
Period
2021-07-01 to 2022-06-30
Placering: Finspång
Timpris flatrate (inkl. allt på plats): ca 650-700

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . commercial project manager t . be part of an open and dynamic workplace where professional and personal development is high on the agenda . by making sustainable energy solutions more cost effective , developing new technologies for the future ' s smart industry and electrifying passenger and freight transport , we make reality of our vision of a sustainable world . do you have a strong passion to grow within the commercial area ? are you looking for a fun job that offers you variation ? – here is the job for you ! we are currently searching for a new colleague to join our committed project team . the challenge • you will be the commercial contact towards customers , suppliers , partners and other internal and external stakeholders such as banks , insurance companies , staff functions as well towards other companies • you will have responsibility of the financial results within the project , such as managing the projects risks and opportunities in collaboration with the technical project manager • you will be responsible to fulfill the commercial contract requirements such as “ terms and conditions , invoicing , payments , financial warranties , taxes , insurances , hedging , claim management as well as budgeting , follow - ups and reporting . who are you • you have an academic degree , preferably within business / economy • we believe that you are commercially experienced , can handle commercial issues in a professional manner and that you have at least 5 years of experience from a similar role • you understand the value of satisfying your customer and have experience cooperating with customers in different cultures • you are outgoing , ambitious and have a good ability to work in a team . you take responsibility , are detailed and make sure to deliver on time and with the right quality • you have experience working in excel . knowledge in sap is an advantage . you can communicate in english , both in speech and in writing . other languages are meritorious . siemens energy ab offer products and solutions for generating sustainable and resource efficient electricity . our customers include utilities , independent power producers and companies in the oil and gas industry . turn challenges into opportunities . our energy system is undergoing rapid changes and the world ' s energy use is steadily increasing . these challenges require innovative solutions and products that combine both physical and digital technology , which cover the entire energy value chain . siemens energy portfolio extends from the latest in compressors , turbines and generators to virtual power plants , smart network management and innovative storage solutions . everything is backed by a comprehensive service offering range and genuine commitment to meeting our customers ' individual needs . experience . 5 - 8 years . other relevant information . period . 2021 - 07 - 01 to 2022 - 06 - 30 . placering : finspång . timpris flatrate ( inkl . allt på plats : ca 650 - 700 . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
28,"Electronic design Architect, Referens 19483","Ansök här
Uppdragsbeskrivning och krav
To our client a well know tier 1 supplier to all major Commercial Vehicle OEM we are now looking for a consultant.

Profile:
Electronics architect w. several years experience in digital design.
Experience of advanced SoC, MCU:s, RAM, nand flash, EEPROM, high speed signals and general digital design.
FPGA knowledge is meritorious.

Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . to our client a well know tier 1 supplier to all major commercial vehicle oem we are now looking for a consultant . profile . electronics architect w . several years experience in digital design . experience of advanced soc , mcu : s , ram , nand flash , eeprom , high speed signals and general digital design . fpga knowledge is meritorious . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
29,"Embedded Software Application Engineer, Referens 21703","Ansök här
Uppdragsbeskrivning och krav
We are looking for a SW function developer with experience from designing and implementing control and/or diagnostic strategies in an embedded control system.

The team is responsible for design, implementation and verification of control and diagnostic functionality for combustion engines. The group works in close cooperation with our colleagues working with hardware design and calibration/optimization globally. The team is involved in all project phases from Advanced Engineering to industrialization to Maintenance/quality fixes.

The implementation is mainly done in Matlab/SimuLink/TargetLink but also using C code.

- Master degree in E, M, Y, Z, F or similar with good understanding in control theory, model design, and / or on board diagnostics.
- Good communication skills in English, both spoken and written is required .
- We are working in small teams using agile methods in a global environment. The work hence requires skills in teamwork and collaboration.
- We are solving complex system aspects and hence an ability to drive things forward, together with team colleagues and colleagues in other teams / sites is key.
- Minimum 5 years of relevant experiences from vehicle industry with designing and implementing embedded functionality.

English only is sufficient language skill for this assignment
Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.

","ansök här . uppdragsbeskrivning och krav . we are looking for a sw function developer with experience from designing and implementing control and / or diagnostic strategies in an embedded control system . the team is responsible for design , implementation and verification of control and diagnostic functionality for combustion engines . the group works in close cooperation with our colleagues working with hardware design and calibration / optimization globally . the team is involved in all project phases from advanced engineering to industrialization to maintenance / quality fixes . the implementation is mainly done in matlab / simulink / targetlink but also using c code - master degree in e , m , y , z , f or similar with good understanding in control theory , model design , and / or on board diagnostics - good communication skills in english , both spoken and written is required - we are working in small teams using agile methods in a global environment . the work hence requires skills in teamwork and collaboration - we are solving complex system aspects and hence an ability to drive things forward , together with team colleagues and colleagues in other teams / sites is key - minimum 5 years of relevant experiences from vehicle industry with designing and implementing embedded functionality . english only is sufficient language skill for this assignment . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
30,"SW Test Automation Engineer, Reference 23176","Assignment Description and Requirements
Requirements:
BSc or MSc in software engineering or equivalent
A good understanding of embedded platforms such as Linux, Android Automotive
Experience of Test Automation - preferably in Trade Federation Test Suite
Experience of CTS, VTS, BTS, ATS, STS Google Android Test Suites
Automotive, embedded, or infotainment systems development experience.
Knowledge of Automotive communication standards such as LIN, CAN, Ethernet, Flexray
Experience using Vector tools
In-Depth knowledge of android automotive and embedded Linux build systems and tool chains.
Hands-on experience on embedded devices with good fault tracing and debugging capabilities.
Strong multitasking ability, initiative and have high level of quality awareness.
Knowledge of Linux based Host environment and tools.
Strong problem solving skills with a willingness to deep dive into technical issues
Good understanding of agile project methodology, e.g. Scrum and Kanban.
Basic understanding of systems engineering and requirements management
Fluent in English written and verbally
Dockers and Containers.
Good scripting ability (Python, Bash, or other Scripting language)
Excellent understanding of Version control, Build Management using Git/Gerrit/Jenkins/Artifactory
Use of Jira, Confluence, Polarion project tools.
Knowledge of trends in continuous integration (CI) and continuous deployment (CD) technology

English only is sufficient language skill for this assignment","assignment description and requirements . requirements . bsc or msc in software engineering or equivalent . a good understanding of embedded platforms such as linux , android automotive . experience of test automation - preferably in trade federation test suite . experience of cts , vts , bts , ats , sts google android test suites . automotive , embedded , or infotainment systems development experience . knowledge of automotive communication standards such as lin , can , ethernet , flexray . experience using vector tools . in - depth knowledge of android automotive and embedded linux build systems and tool chains . hands - on experience on embedded devices with good fault tracing and debugging capabilities . strong multitasking ability , initiative and have high level of quality awareness . knowledge of linux based host environment and tools . strong problem solving skills with a willingness to deep dive into technical issues . good understanding of agile project methodology , e . g . scrum and kanban . basic understanding of systems engineering and requirements management . fluent in english written and verbally . dockers and containers . good scripting ability ( python , bash , or other scripting language . excellent understanding of version control , build management using git / gerrit / jenkins / artifactory . use of jira , confluence , polarion project tools . knowledge of trends in continuous integration ( ci ) and continuous deployment ( cd ) technology . english only is sufficient language skill for this assignment"
31,"BA COP CS Team Manager, Referens 84002","Ansök här
Uppdragsbeskrivning och krav
Join us in the role as a Team Manager being a part of delivering the best agile teams on the market!
Being one of the pioneers in delivering agile teams, AFRY has the processes, experience and know-how to build efficient teams, easily adapted to our customers’ organizations. We build highly competent and versatile teams and our customer experience range from Telecom and Automotive to MedTech and IT.
We are looking for a team manager with exceptional communication skills and deep interest in inter-personal relations and group development. You will join an existing highly collaborative group of team managers with deep experience in group development and high-performing agile teams.
As a team manager in AFRY Customized Solutions you will be at the heart things in our team delivery organization. Here you will work closely with the agile teams, different customers and AFRY management from different AFRY organizations.

Responsibilities include, but are not limited to, the following:
• Operational Team Management
o Recruitment
o Securing team efficiency
o Manage budget
o Secure efficient assignment governance together with the customer
o Making the teams as high-performing as possible running workshops (communication, collaboration, group dynamics etc.), coaching the team in agile methods, coaching individual team members etc.
• Sales & Business development
o Continuously looking for new busines opportunities
o Present our Managed Agile Team product to new customers
o Drive bid teams internally to create quotations to new customers

Profile:
• Excellent communication skills
• Natural leader with proven ability to create engagement and to lead developers
• Passion for coaching people and teams in their development
• Deep knowledge in agile methodologies (Scrum, Kanban etc.)
• Builds strong customer relationships
• SW development background

Prerequisites:
• > 5 years of experience in management positions (ScM, PM, team lead)
• Genuine interest in inter-personal relations and group development
• Technical university degree

English only is sufficient language skill for this assignment
Övrig relevant information
Swedish skills are beneficial but not a prerequisite.
The assignment can be carried out from anywhere in Sweden.

Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . join us in the role as a team manager being a part of delivering the best agile teams on the market . being one of the pioneers in delivering agile teams , afry has the processes , experience and know - how to build efficient teams , easily adapted to our customers ’ organizations . we build highly competent and versatile teams and our customer experience range from telecom and automotive to medtech and it . we are looking for a team manager with exceptional communication skills and deep interest in inter - personal relations and group development . you will join an existing highly collaborative group of team managers with deep experience in group development and high - performing agile teams . as a team manager in afry customized solutions you will be at the heart things in our team delivery organization . here you will work closely with the agile teams , different customers and afry management from different afry organizations . responsibilities include , but are not limited to , the following • operational team management . o recruitment . o securing team efficiency . o manage budget . o secure efficient assignment governance together with the customer . o making the teams as high - performing as possible running workshops ( communication , collaboration , group dynamics etc , coaching the team in agile methods , coaching individual team members etc • sales & business development . o continuously looking for new busines opportunities . o present our managed agile team product to new customers . o drive bid teams internally to create quotations to new customers . profile • excellent communication skills • natural leader with proven ability to create engagement and to lead developers • passion for coaching people and teams in their development • deep knowledge in agile methodologies ( scrum , kanban etc • builds strong customer relationships • sw development background . prerequisites • > 5 years of experience in management positions ( scm , pm , team lead • genuine interest in inter - personal relations and group development • technical university degree . english only is sufficient language skill for this assignment . övrig relevant information . swedish skills are beneficial but not a prerequisite . the assignment can be carried out from anywhere in sweden . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
32,"Test Developer Engine Control Systems, Reference 20618","Apply here
Assignment Description and Requirements
We are looking for a Test Developer within Engine Control Systems with 2-5 years of experience for one of our automotive client.

We believe that you have:
• M.Sc. or B.Sc. in Embedded System, Mechatronics, Computer Science or similar
• Good programming skills, Python or similar, is required
• Experience in testing of embedded systems is required
• Test automation, preferably against HIL- and/or SIL-environments, is required
• Experience from automotive development, preferably within powertrain control systems, is an advantage
• Vehicle Interest and/or C/D driver license is an advantage

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . we are looking for a test developer within engine control systems with 2 - 5 years of experience for one of our automotive client . we believe that you have • m . sc . or b . sc . in embedded system , mechatronics , computer science or similar • good programming skills , python or similar , is required • experience in testing of embedded systems is required • test automation , preferably against hil - and / or sil - environments , is required • experience from automotive development , preferably within powertrain control systems , is an advantage • vehicle interest and / or c / d driver license is an advantage . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
33,"Electronic design Safety Specialist, Referens 19484","Ansök här
Uppdragsbeskrivning och krav
To our client a well know tier 1 supplier to all major Commercial Vehicle OEM we are now looking for a consultant.

Profile:
- Electronic designer with focus on Safety
- ISO26262
- ASIL levels

Or competence from railway and SIL1 .

Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . to our client a well know tier 1 supplier to all major commercial vehicle oem we are now looking for a consultant . profile - electronic designer with focus on safety - iso26262 - asil levels . or competence from railway and sil1 . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
34,"Experienced HW Architect/leader, Referens 21821","Ansök här
Uppdragsbeskrivning och krav
Experienced HW Architect/leader

• Experienced user of Cadence PCB design tools (such as OrCAD)
• Experienced HW architect
• Deep know-how in analog and digital design
• Meritorious with deep knowledge in high-speed signal integrity
• Meritorious with deep knowledge in power supply design
• Long experience of measurements in a well-equipped lab
• Understanding of layout work
• Knowledge of EMC
• Fluent in English (written and spoken)

English only is sufficient language skill for this assignment
Övrig relevant information
If you are interested in HW development and technology and products in the forefront and have an interest in photography, this is the project for you.

Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.

","ansök här . uppdragsbeskrivning och krav . experienced hw architect / leader • experienced user of cadence pcb design tools ( such as orcad • experienced hw architect • deep know - how in analog and digital design • meritorious with deep knowledge in high - speed signal integrity • meritorious with deep knowledge in power supply design • long experience of measurements in a well - equipped lab • understanding of layout work • knowledge of emc • fluent in english ( written and spoken . english only is sufficient language skill for this assignment . övrig relevant information . if you are interested in hw development and technology and products in the forefront and have an interest in photography , this is the project for you . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
35,"Project manager integrated Systems, Reference 23492","Apply here
Assignment Description and Requirements
We are looking for a project manager for a client on an interim basis.

Tasks:
- Planning yearly budget
- Organizing and planning regular project core team meetings
- Contact point for all customers projects
- Approval of all SAT and eBuy requests (work packages or material purchase)
- Definition of travel budget
- Approval of all travel requests on project based on available budget and priorities
- Request for quotation and responsible for PO establishment
- Follow up with ISA and TSI when required
- Ensuring good communication between teams and flow of information towards the project
- Creation of weekly report
- Responsible for project management documentation

English only is sufficient language skill for this assignment
Other relevant information
If you fit the profile, send in your application as soon as possible.

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . we are looking for a project manager for a client on an interim basis . tasks - planning yearly budget - organizing and planning regular project core team meetings - contact point for all customers projects - approval of all sat and ebuy requests ( work packages or material purchase - definition of travel budget - approval of all travel requests on project based on available budget and priorities - request for quotation and responsible for po establishment - follow up with isa and tsi when required - ensuring good communication between teams and flow of information towards the project - creation of weekly report - responsible for project management documentation . english only is sufficient language skill for this assignment . other relevant information . if you fit the profile , send in your application as soon as possible . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
36,"Electronic design lead, Referens 19481","Ansök här
Uppdragsbeskrivning och krav
To our client a well know tier 1 supplier to all major Commercial Vehicle OEM we are now looking for a consultant.

Profile:
An interest in vehicles and vehicle electronics
Previous work experience within electronics development
A master’s degree or similar and at least 3-5 years of experience in development of electronics for embedded systems
Pronounced team player and with team leader skills
Active in communication, cooperation and with a customer oriented way of working
Experience of advanced SoC, MCU:s, RAM, nand flash, EEPROM, high speed signals and general digital design.
FPGA knowledge is meritorious.
Knowledge within telecom and modems is meritorious
Knowledge in camera technology and high speed digital camera interfaces is meritorious.

Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . to our client a well know tier 1 supplier to all major commercial vehicle oem we are now looking for a consultant . profile . an interest in vehicles and vehicle electronics . previous work experience within electronics development . a master ’ s degree or similar and at least 3 - 5 years of experience in development of electronics for embedded systems . pronounced team player and with team leader skills . active in communication , cooperation and with a customer oriented way of working . experience of advanced soc , mcu : s , ram , nand flash , eeprom , high speed signals and general digital design . fpga knowledge is meritorious . knowledge within telecom and modems is meritorious . knowledge in camera technology and high speed digital camera interfaces is meritorious . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
37,"SW Architect ADAS/AD, Reference 23432","Apply here
Assignment Description and Requirements
Our customer is looking for an engineer skilled in System architecture with domain knowledge in AD/ADAS architecture and sensor signaling - raw data handling.






English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.

","apply here . assignment description and requirements . our customer is looking for an engineer skilled in system architecture with domain knowledge in ad / adas architecture and sensor signaling - raw data handling . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
38,"Senior Systems Engineer, Automotive, Reference 23185","
Assignment Description and Requirements
Assignment:
• Defining and analyzing customer software & systems requirements and technical specifications
• Defining product functionality and creating technical documentation, supporting or leading investigations and securing software releases
• Define System Design for a specific System Function or System Domain. Negotiate design with System Architect and design stakeholders
• Active cross-functional cooperation with software, hardware, testing and validation engineers, both in Sweden and spread out all over the world
• Maintaining cooperation between the technical center and the production department in the field of the developed product
• Active cooperation with the client, representing Aptiv in client discussions, meetings and investigations
• Supervising the implementation process and implementation of requirements, including close collaboration with internal and external suppliers
• Monitoring technical and formal aspects of product development, securing quality standards
• Participation in project meetings, presentation of work results in front of the client
• Be part of an Agile team supporting each other, working with the project leaders to secure project deliverables, coordinating with other SCRUM teams within each product area, in an international environment.

Preferred profile:
• You have a higher education with an engineering profile
• Experience as a system engineer, programmer, tester, quality engineer or similar
• Basic knowledge of electronics and microprocessor systems (embedded systems)
• Knowledge of CAN, LIN, MOST, FlexRay and Ethernet as well as experience in dealing with the corresponding development tools is preferred
• Experience from working with Agile Methodology is preferred
• Functional safety/ISO 26262 experience or experience from safety critical systems development when assigned to ASIL classified function/ domain is preferred
• Highly developed communication skills, high level of professionalism in contact with our clients, and able to manage cross-functional activities
• Responsibility and timely implementation of tasks, and ability to work within a strict time frame
• Desire to continuously increase your knowledge and search for solutions
• Fluent in English

English only is sufficient language skill for this assignment"," . assignment description and requirements . assignment • defining and analyzing customer software & systems requirements and technical specifications • defining product functionality and creating technical documentation , supporting or leading investigations and securing software releases • define system design for a specific system function or system domain . negotiate design with system architect and design stakeholders • active cross - functional cooperation with software , hardware , testing and validation engineers , both in sweden and spread out all over the world • maintaining cooperation between the technical center and the production department in the field of the developed product • active cooperation with the client , representing aptiv in client discussions , meetings and investigations • supervising the implementation process and implementation of requirements , including close collaboration with internal and external suppliers • monitoring technical and formal aspects of product development , securing quality standards • participation in project meetings , presentation of work results in front of the client • be part of an agile team supporting each other , working with the project leaders to secure project deliverables , coordinating with other scrum teams within each product area , in an international environment . preferred profile • you have a higher education with an engineering profile • experience as a system engineer , programmer , tester , quality engineer or similar • basic knowledge of electronics and microprocessor systems ( embedded systems • knowledge of can , lin , most , flexray and ethernet as well as experience in dealing with the corresponding development tools is preferred • experience from working with agile methodology is preferred • functional safety / iso 26262 experience or experience from safety critical systems development when assigned to asil classified function / domain is preferred • highly developed communication skills , high level of professionalism in contact with our clients , and able to manage cross - functional activities • responsibility and timely implementation of tasks , and ability to work within a strict time frame • desire to continuously increase your knowledge and search for solutions • fluent in english . english only is sufficient language skill for this assignment"
39,"Java Developer, Reference 22116","Apply here
Assignment Description and Requirements
To strengthen the clients team running maintenance, development and support for the logistical part of their production system. They are in a transformation journey with technology shifts and need to keep up speed being able to deliver. The pace is high so you need to be stress-resistant and self going.

Personal skills include: creative, curious, structured and a true team player.
See technical and other requirements below.

JAVA
· Basic knowledge in object orientation.
· Basic knowledge in JAVA programming (client using JAVA version 8).

Web service
· Experienced in development of REST API's, framework Spring and IDE tool IntelliJ.
· Experienced user of MAVEN as compilation and packing tool.
· Experienced user of API management tool WSO2 and KeyCloak.

* Experience in integration transformation, going from app-centric to data-centric.
* Experience with application development and maintenance (preferably production systems, logistic systems).
* Experience working with PL/SQL (preferably Oracle Forms and Reports).
* Knowledge of agile way of working.
* Fluent written and spoken in English is mandatory.
* Preferably fluent written and spoken in Swedish.

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . to strengthen the clients team running maintenance , development and support for the logistical part of their production system . they are in a transformation journey with technology shifts and need to keep up speed being able to deliver . the pace is high so you need to be stress - resistant and self going . personal skills include : creative , curious , structured and a true team player . see technical and other requirements below . java · basic knowledge in object orientation · basic knowledge in java programming ( client using java version 8 . web service · experienced in development of rest api ' s , framework spring and ide tool intellij · experienced user of maven as compilation and packing tool · experienced user of api management tool wso2 and keycloak * experience in integration transformation , going from app - centric to data - centric * experience with application development and maintenance ( preferably production systems , logistic systems * experience working with pl / sql ( preferably oracle forms and reports * knowledge of agile way of working * fluent written and spoken in english is mandatory * preferably fluent written and spoken in swedish . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
